landscape,wind,strategy,min_dist,seed,cells_burned,burn_pct,cells_treated,treat_pct,peak_burning,fire_periods,returncode
dogrib,ws25,cell1_baseline,0,14,29418,36.9522,471,0.591627,17392,200,0
dogrib,ws25,cell1_baseline,0,10,30599,38.4356,471,0.591627,17522,200,0
dogrib,ws25,cell1_baseline,0,20,24144,30.3275,471,0.591627,14813,200,0
dogrib,ws25,cell1_baseline,0,13,27277,34.2629,471,0.591627,15926,200,0
dogrib,ws25,cell1_baseline,0,22,24607,30.909,471,0.591627,14938,200,0
dogrib,ws25,cell1_baseline,0,21,16204,20.354,471,0.591627,10492,200,0
dogrib,ws25,cell1_baseline,0,27,17419,21.8801,471,0.591627,10945,200,0
dogrib,ws25,cell1_baseline,0,18,22066,27.7173,471,0.591627,12969,200,0
dogrib,ws25,cell1_baseline,0,23,31119,39.0888,471,0.591627,17940,200,0
dogrib,ws25,cell1_baseline,0,24,22469,28.2235,471,0.591627,13797,200,0
dogrib,ws25,cell1_baseline,0,19,26930,33.827,471,0.591627,16064,200,0
dogrib,ws25,cell1_baseline,0,29,20007,25.1309,471,0.591627,12491,200,0
dogrib,ws25,cell1_baseline,0,26,22378,28.1092,471,0.591627,13893,200,0
dogrib,ws25,cell2_ground,0,1,29577,37.1519,471,0.591627,17204,200,0
dogrib,ws25,cell1_baseline,0,25,28389,35.6596,471,0.591627,16604,200,0
dogrib,ws25,cell2_ground,0,3,28959,36.3756,471,0.591627,16784,200,0
dogrib,ws25,cell1_baseline,0,30,24579,30.8739,471,0.591627,14305,200,0
dogrib,ws25,cell1_baseline,0,28,23012,28.9056,471,0.591627,14044,200,0
dogrib,ws25,cell2_ground,0,2,28809,36.1872,471,0.591627,16615,200,0
dogrib,ws25,cell2_ground,0,7,24686,31.0083,471,0.591627,15137,200,0
dogrib,ws25,cell2_ground,0,4,27109,34.0518,471,0.591627,16174,200,0
dogrib,ws25,cell2_ground,0,8,30911,38.8276,471,0.591627,17765,200,0
dogrib,ws25,cell2_ground,0,5,29511,37.069,471,0.591627,17309,200,0
dogrib,ws25,cell2_ground,0,6,29869,37.5187,471,0.591627,17233,200,0
dogrib,ws25,cell2_ground,0,11,21060,26.4536,471,0.591627,13286,200,0
dogrib,ws25,cell2_ground,0,10,28378,35.6458,471,0.591627,16736,200,0
dogrib,ws25,cell2_ground,0,9,26536,33.3321,471,0.591627,15867,200,0
dogrib,ws25,cell2_ground,0,14,28146,35.3544,471,0.591627,16674,200,0
dogrib,ws25,cell2_ground,0,12,27657,34.7402,471,0.591627,15904,200,0
dogrib,ws25,cell2_ground,0,18,28535,35.843,471,0.591627,16716,200,0
dogrib,ws25,cell2_ground,0,15,24534,30.8174,471,0.591627,14659,200,0
dogrib,ws25,cell2_ground,0,16,23852,29.9607,471,0.591627,14516,200,0
dogrib,ws25,cell2_ground,0,13,29733,37.3479,471,0.591627,17428,200,0
dogrib,ws25,cell2_ground,0,21,29228,36.7135,471,0.591627,17350,200,0
dogrib,ws25,cell2_ground,0,22,28554,35.8669,471,0.591627,16788,200,0
dogrib,ws25,cell2_ground,0,17,27696,34.7892,471,0.591627,16095,200,0
dogrib,ws25,cell2_ground,0,20,24516,30.7947,471,0.591627,14906,200,0
dogrib,ws25,cell2_ground,0,23,20249,25.4349,471,0.591627,12186,200,0
dogrib,ws25,cell2_ground,0,24,30551,38.3754,471,0.591627,17529,200,0
dogrib,ws25,cell2_ground,0,19,29702,37.3089,471,0.591627,17089,200,0
dogrib,ws25,cell2_ground,0,26,29655,37.2499,471,0.591627,17198,200,0
dogrib,ws25,cell2_ground,0,30,30094,37.8013,471,0.591627,17575,200,0
dogrib,ws25,cell2_ground,0,29,19903,25.0003,471,0.591627,12575,200,0
dogrib,ws25,cell3_lowonly,0,2,32944,41.3812,471,0.591627,18261,200,0
dogrib,ws25,cell2_ground,0,27,26674,33.5054,471,0.591627,15845,200,0
dogrib,ws25,cell2_ground,0,25,31071,39.0285,471,0.591627,17735,200,0
dogrib,ws25,cell2_ground,0,28,27730,34.8319,471,0.591627,16164,200,0
dogrib,ws25,cell3_lowonly,0,5,33613,42.2216,471,0.591627,18679,200,0
dogrib,ws25,cell3_lowonly,0,3,32681,41.0509,471,0.591627,18112,200,0
dogrib,ws25,cell3_lowonly,0,1,33121,41.6035,471,0.591627,18404,200,0
dogrib,ws25,cell3_lowonly,0,8,32824,41.2305,471,0.591627,18274,200,0
dogrib,ws25,cell3_lowonly,0,4,33073,41.5433,471,0.591627,18376,200,0
dogrib,ws25,cell3_lowonly,0,9,33217,41.7241,471,0.591627,18460,200,0
dogrib,ws25,cell3_lowonly,0,7,33408,41.9641,471,0.591627,18521,200,0
dogrib,ws25,cell3_lowonly,0,6,33351,41.8925,471,0.591627,18544,200,0
dogrib,ws25,cell3_lowonly,0,14,33345,41.8849,471,0.591627,18574,200,0
dogrib,ws25,cell3_lowonly,0,12,32608,40.9592,471,0.591627,18114,200,0
dogrib,ws25,cell3_lowonly,0,10,33762,42.4087,471,0.591627,18826,200,0
dogrib,ws25,cell3_lowonly,0,17,32625,40.9805,471,0.591627,18100,200,0
dogrib,ws25,cell3_lowonly,0,11,32963,41.4051,471,0.591627,18268,200,0
dogrib,ws25,cell3_lowonly,0,18,32862,41.2782,471,0.591627,18349,200,0
dogrib,ws25,cell3_lowonly,0,19,33784,42.4363,471,0.591627,18806,200,0
dogrib,ws25,cell3_lowonly,0,13,33727,42.3647,471,0.591627,18709,200,0
dogrib,ws25,cell3_lowonly,0,16,33200,41.7028,471,0.591627,18517,200,0
dogrib,ws25,cell3_lowonly,0,21,33475,42.0482,471,0.591627,18633,200,0
dogrib,ws25,cell3_lowonly,0,15,33155,41.6463,471,0.591627,18452,200,0
dogrib,ws25,cell3_lowonly,0,20,33641,42.2567,471,0.591627,18700,200,0
dogrib,ws25,cell3_lowonly,0,22,32399,40.6966,471,0.591627,18002,200,0
dogrib,ws25,cell4_highonly,0,4,159,0.199721,471,0.591627,114,200,0
dogrib,ws25,cell4_highonly,0,5,208,0.26127,471,0.591627,143,200,0
dogrib,ws25,cell3_lowonly,0,27,32660,41.0245,471,0.591627,18223,200,0
dogrib,ws25,cell3_lowonly,0,23,33141,41.6287,471,0.591627,18426,200,0
dogrib,ws25,cell4_highonly,0,8,173,0.217307,471,0.591627,120,200,0
dogrib,ws25,cell3_lowonly,0,29,33507,42.0884,471,0.591627,18621,200,0
dogrib,ws25,cell4_highonly,0,9,186,0.233636,471,0.591627,133,200,0
dogrib,ws25,cell3_lowonly,0,24,33251,41.7668,471,0.591627,18502,200,0
dogrib,ws25,cell3_lowonly,0,25,32899,41.3247,471,0.591627,18234,200,0
dogrib,ws25,cell4_highonly,0,2,31083,39.0436,471,0.591627,17190,200,0
dogrib,ws25,cell3_lowonly,0,26,32973,41.4176,471,0.591627,18369,200,0
dogrib,ws25,cell3_lowonly,0,30,33367,41.9125,471,0.591627,18592,200,0
dogrib,ws25,cell3_lowonly,0,28,33166,41.6601,471,0.591627,18394,200,0
dogrib,ws25,cell4_highonly,0,17,149,0.18716,471,0.591627,99,200,0
dogrib,ws25,cell4_highonly,0,18,152,0.190928,471,0.591627,106,200,0
dogrib,ws25,cell4_highonly,0,1,31401,39.443,471,0.591627,17260,200,0
dogrib,ws25,cell4_highonly,0,6,31163,39.1441,471,0.591627,17055,200,0
dogrib,ws25,cell4_highonly,0,3,31370,39.4041,471,0.591627,17184,200,0
dogrib,ws25,cell4_highonly,0,12,31050,39.0021,471,0.591627,17168,200,0
dogrib,ws25,cell4_highonly,0,14,32045,40.252,471,0.591627,17592,200,0
dogrib,ws25,cell4_highonly,0,16,31227,39.2245,471,0.591627,17023,200,0
dogrib,ws25,cell4_highonly,0,10,33136,41.6224,471,0.591627,18464,200,0
dogrib,ws25,cell4_highonly,0,11,30683,38.5412,471,0.591627,17091,200,0
dogrib,ws25,cell4_highonly,0,15,31835,39.9882,471,0.591627,17697,200,0
dogrib,ws25,cell4_highonly,0,28,187,0.234892,471,0.591627,132,200,0
dogrib,ws25,cell4_highonly,0,7,31076,39.0348,471,0.591627,17176,200,0
dogrib,ws25,cell4_highonly,0,19,32271,40.5359,471,0.591627,17885,200,0
dogrib,ws25,cell4_highonly,0,13,31519,39.5913,471,0.591627,17306,200,0
dogrib,ws25,cell4_highonly,0,22,30554,38.3791,471,0.591627,16814,200,0
dogrib,ws25,cell4_highonly,0,20,32235,40.4906,471,0.591627,17758,200,0
dogrib,ws25,cell4_highonly,0,25,29523,37.0841,471,0.591627,16206,200,0
dogrib,ws25,cell4_highonly,0,24,31439,39.4908,471,0.591627,17505,200,0
dogrib,ws25,cell4_highonly,0,21,31669,39.7797,471,0.591627,17692,200,0
dogrib,ws25,cell4_highonly,0,23,31365,39.3978,471,0.591627,17342,200,0
dogrib,ws25,cell4_highonly,0,27,30190,37.9219,471,0.591627,16549,200,0
dogrib,ws25,cell4_highonly,0,29,32857,41.2719,471,0.591627,18364,200,0
dogrib,ws25,cell4_highonly,0,26,30581,38.413,471,0.591627,16996,200,0
dogrib,ws25,cell5_hilly,0,1,33224,41.7329,471,0.591627,18510,200,0
dogrib,ws25,cell4_highonly,0,30,31753,39.8852,471,0.591627,17515,200,0
dogrib,ws25,cell5_hilly,0,3,32810,41.2129,471,0.591627,18200,200,0
dogrib,ws25,cell5_hilly,0,4,33101,41.5784,471,0.591627,18355,200,0
dogrib,ws25,cell5_hilly,0,6,33282,41.8058,471,0.591627,18495,200,0
dogrib,ws25,cell5_hilly,0,2,33033,41.493,471,0.591627,18381,200,0
dogrib,ws25,cell5_hilly,0,5,33634,42.2479,471,0.591627,18626,200,0
dogrib,ws25,cell5_hilly,0,9,33228,41.7379,471,0.591627,18469,200,0
dogrib,ws25,cell5_hilly,0,11,33028,41.4867,471,0.591627,18307,200,0
dogrib,ws25,cell5_hilly,0,7,33406,41.9615,471,0.591627,18513,200,0
dogrib,ws25,cell5_hilly,0,8,32974,41.4189,471,0.591627,18404,200,0
dogrib,ws25,cell5_hilly,0,14,33485,42.0608,471,0.591627,18604,200,0
dogrib,ws25,cell5_hilly,0,10,33747,42.3899,471,0.591627,18765,200,0
dogrib,ws25,cell5_hilly,0,15,33293,41.8196,471,0.591627,18520,200,0
dogrib,ws25,cell5_hilly,0,16,33227,41.7367,471,0.591627,18510,200,0
dogrib,ws25,cell5_hilly,0,12,32679,41.0483,471,0.591627,18121,200,0
dogrib,ws25,cell5_hilly,0,19,33746,42.3886,471,0.591627,18816,200,0
dogrib,ws25,cell5_hilly,0,13,33743,42.3848,471,0.591627,18768,200,0
dogrib,ws25,cell5_hilly,0,17,32686,41.0571,471,0.591627,18205,200,0
dogrib,ws25,cell5_hilly,0,23,33252,41.7681,471,0.591627,18466,200,0
dogrib,ws25,cell5_hilly,0,25,32987,41.4352,471,0.591627,18420,200,0
dogrib,ws25,cell5_hilly,0,26,32962,41.4038,471,0.591627,18350,200,0
dogrib,ws25,cell5_hilly,0,20,33617,42.2266,471,0.591627,18752,200,0
dogrib,ws25,cell5_hilly,0,18,32890,41.3134,471,0.591627,18332,200,0
dogrib,ws25,cell5_hilly,0,21,33488,42.0645,471,0.591627,18685,200,0
dogrib,ws25,cell5_hilly,0,27,32639,40.9981,471,0.591627,18156,200,0
dogrib,ws25,cell5_hilly,0,22,32443,40.7519,471,0.591627,18035,200,0
dogrib,ws25,cell5_hilly,0,24,33271,41.792,471,0.591627,18461,200,0
dogrib,ws25,cell6_barriers,0,1,33121,41.6035,471,0.591627,18404,200,0
dogrib,ws25,cell6_barriers,0,2,32944,41.3812,471,0.591627,18261,200,0
dogrib,ws25,cell6_barriers,0,3,32681,41.0509,471,0.591627,18112,200,0
dogrib,ws25,cell5_hilly,0,28,33213,41.7191,471,0.591627,18444,200,0
dogrib,ws25,cell5_hilly,0,29,33594,42.1977,471,0.591627,18659,200,0
dogrib,ws25,cell5_hilly,0,30,33445,42.0105,471,0.591627,18601,200,0
dogrib,ws25,cell6_barriers,0,6,33316,41.8485,471,0.591627,18554,200,0
dogrib,ws25,cell6_barriers,0,4,33073,41.5433,471,0.591627,18376,200,0
dogrib,ws25,cell6_barriers,0,7,33408,41.9641,471,0.591627,18521,200,0
dogrib,ws25,cell6_barriers,0,8,32824,41.2305,471,0.591627,18274,200,0
dogrib,ws25,cell6_barriers,0,5,33613,42.2216,471,0.591627,18679,200,0
dogrib,ws25,cell6_barriers,0,12,32608,40.9592,471,0.591627,18114,200,0
dogrib,ws25,cell6_barriers,0,11,32963,41.4051,471,0.591627,18268,200,0
dogrib,ws25,cell6_barriers,0,9,33217,41.7241,471,0.591627,18460,200,0
dogrib,ws25,cell6_barriers,0,10,33762,42.4087,471,0.591627,18826,200,0
dogrib,ws25,cell6_barriers,0,16,33200,41.7028,471,0.591627,18517,200,0
dogrib,ws25,cell6_barriers,0,14,33345,41.8849,471,0.591627,18574,200,0
dogrib,ws25,cell6_barriers,0,20,33641,42.2567,471,0.591627,18700,200,0
dogrib,ws25,cell6_barriers,0,13,33727,42.3647,471,0.591627,18709,200,0
dogrib,ws25,cell6_barriers,0,17,32625,40.9805,471,0.591627,18100,200,0
dogrib,ws25,cell6_barriers,0,15,33155,41.6463,471,0.591627,18452,200,0
dogrib,ws25,cell6_barriers,0,22,32399,40.6966,471,0.591627,18002,200,0
dogrib,ws25,cell6_barriers,0,19,33784,42.4363,471,0.591627,18806,200,0
dogrib,ws25,cell6_barriers,0,18,32862,41.2782,471,0.591627,18349,200,0
dogrib,ws25,cell6_barriers,0,25,32899,41.3247,471,0.591627,18234,200,0
dogrib,ws25,cell6_barriers,0,21,33475,42.0482,471,0.591627,18633,200,0
dogrib,ws25,cell6_barriers,0,24,33251,41.7668,471,0.591627,18502,200,0
dogrib,ws25,cell6_barriers,0,23,33141,41.6287,471,0.591627,18426,200,0
dogrib,ws25,cell6_barriers,0,27,32660,41.0245,471,0.591627,18223,200,0
dogrib,ws25,cell6_barriers,0,29,33507,42.0884,471,0.591627,18621,200,0
dogrib,ws25,cell6_barriers,0,30,33367,41.9125,471,0.591627,18592,200,0
dogrib,ws25,cell6_barriers,0,28,33166,41.6601,471,0.591627,18394,200,0
dogrib,ws25,cell2_ground,2,3,23679,29.7434,471,0.591627,13997,200,0
dogrib,ws25,cell2_ground,2,7,17719,22.257,471,0.591627,10596,200,0
dogrib,ws25,cell6_barriers,0,26,32973,41.4176,471,0.591627,18369,200,0
dogrib,ws25,cell2_ground,2,1,31739,39.8676,471,0.591627,17977,200,0
dogrib,ws25,cell2_ground,2,2,27024,33.9451,471,0.591627,15725,200,0
dogrib,ws25,cell2_ground,2,4,29782,37.4094,471,0.591627,16872,200,0
dogrib,ws25,cell2_ground,2,8,30624,38.467,471,0.591627,17193,200,0
dogrib,ws25,cell2_ground,2,9,27758,34.867,471,0.591627,15623,200,0
dogrib,ws25,cell2_ground,2,10,30896,38.8087,471,0.591627,16728,200,0
dogrib,ws25,cell2_ground,2,6,29136,36.598,471,0.591627,16537,200,0
dogrib,ws25,cell2_ground,2,5,29620,37.2059,471,0.591627,16731,200,0
dogrib,ws25,cell2_ground,2,11,26943,33.8433,471,0.591627,15366,200,0
dogrib,ws25,cell2_ground,2,17,22772,28.6041,471,0.591627,12541,200,0
dogrib,ws25,cell2_ground,2,12,28833,36.2174,471,0.591627,16378,200,0
dogrib,ws25,cell2_ground,2,16,21316,26.7752,471,0.591627,12982,200,0
dogrib,ws25,cell2_ground,2,14,31324,39.3463,471,0.591627,17578,200,0
dogrib,ws25,cell2_ground,2,15,32167,40.4052,471,0.591627,18093,200,0
dogrib,ws25,cell2_ground,2,13,30461,38.2623,471,0.591627,17288,200,0
dogrib,ws25,cell2_ground,2,22,30450,38.2485,471,0.591627,17008,200,0
dogrib,ws25,cell2_ground,2,20,32111,40.3349,471,0.591627,17975,200,0
dogrib,ws43,none,0,1,29237,36.7248,0,0.0,15961,200,0
dogrib,ws43,none,0,2,29219,36.7022,0,0.0,15900,200,0
dogrib,ws43,none,0,3,29074,36.5201,0,0.0,15843,200,0
dogrib,ws43,none,0,4,29052,36.4924,0,0.0,15727,200,0
dogrib,ws43,none,0,5,29550,37.118,0,0.0,16250,200,0
dogrib,ws43,none,0,6,29361,36.8806,0,0.0,16111,200,0
dogrib,ws43,none,0,7,29175,36.6469,0,0.0,15851,200,0
dogrib,ws43,none,0,8,29164,36.6331,0,0.0,15908,200,0
dogrib,ws43,none,0,9,29213,36.6947,0,0.0,15890,200,0
dogrib,ws43,none,0,10,29107,36.5615,0,0.0,15905,200,0
dogrib,ws43,none,0,11,29219,36.7022,0,0.0,15900,200,0
dogrib,ws43,none,0,12,29089,36.5389,0,0.0,15849,200,0
dogrib,ws43,none,0,13,29341,36.8555,0,0.0,16138,200,0
dogrib,ws43,none,0,14,29422,36.9572,0,0.0,16111,200,0
dogrib,ws43,none,0,15,29441,36.9811,0,0.0,16113,200,0
dogrib,ws43,none,0,16,29162,36.6306,0,0.0,15918,200,0
dogrib,ws25,cell2_ground,2,25,30114,37.8264,471,0.591627,16978,200,0
dogrib,ws43,none,0,17,28906,36.3091,0,0.0,15728,200,0
dogrib,ws25,cell2_ground,2,18,29172,36.6432,471,0.591627,16847,200,0
dogrib,ws43,none,0,18,29008,36.4372,0,0.0,15781,200,0
dogrib,ws43,none,0,19,29107,36.5615,0,0.0,15905,200,0
dogrib,ws25,cell2_ground,2,26,29428,36.9647,471,0.591627,16698,200,0
dogrib,ws43,none,0,20,28995,36.4208,0,0.0,15847,200,0
dogrib,ws43,none,0,22,28790,36.1633,0,0.0,15675,200,0
dogrib,ws43,none,0,23,29441,36.9811,0,0.0,16113,200,0
dogrib,ws43,none,0,21,29045,36.4837,0,0.0,15817,200,0
dogrib,ws43,none,0,25,29164,36.6331,0,0.0,15908,200,0
dogrib,ws43,none,0,26,28946,36.3593,0,0.0,15692,200,0
dogrib,ws43,none,0,24,29483,37.0338,0,0.0,16137,200,0
dogrib,ws43,none,0,27,28906,36.3091,0,0.0,15728,200,0
dogrib,ws43,none,0,28,29213,36.6947,0,0.0,15890,200,0
dogrib,ws43,none,0,29,29333,36.8454,0,0.0,16068,200,0
dogrib,ws43,none,0,30,29422,36.9572,0,0.0,16111,200,0
dogrib,ws43,random,0,3,25036,31.4479,471,0.591627,13830,200,0
dogrib,ws43,random,0,2,28336,35.5931,471,0.591627,15413,200,0
dogrib,ws43,random,0,1,28972,36.392,471,0.591627,15698,200,0
dogrib,ws43,random,0,5,28757,36.1219,471,0.591627,15777,200,0
dogrib,ws43,random,0,6,29250,36.7412,471,0.591627,15996,200,0
dogrib,ws43,random,0,4,28922,36.3292,471,0.591627,15657,200,0
dogrib,ws43,random,0,7,29021,36.4535,471,0.591627,15716,200,0
dogrib,ws43,random,0,9,28270,35.5102,471,0.591627,15379,200,0
dogrib,ws43,random,0,8,29028,36.4623,471,0.591627,15846,200,0
dogrib,ws43,random,0,10,28292,35.5378,471,0.591627,15371,200,0
dogrib,ws43,random,0,12,28315,35.5667,471,0.591627,15445,200,0
dogrib,ws43,random,0,13,28638,35.9724,471,0.591627,15657,200,0
dogrib,ws43,random,0,11,29039,36.4761,471,0.591627,15711,200,0
dogrib,ws43,random,0,15,28735,36.0943,471,0.591627,15695,200,0
dogrib,ws43,random,0,16,25694,32.2744,471,0.591627,14124,200,0
dogrib,ws43,random,0,14,29234,36.7211,471,0.591627,15863,200,0
dogrib,ws43,random,0,18,28141,35.3481,471,0.591627,15312,200,0
dogrib,ws43,random,0,19,28826,36.2086,471,0.591627,15676,200,0
dogrib,ws43,random,0,17,28757,36.1219,471,0.591627,15509,200,0
dogrib,ws25,cell2_ground,2,19,30239,37.9834,471,0.591627,16497,200,0
dogrib,ws43,random,0,20,27472,34.5078,471,0.591627,14920,200,0
dogrib,ws43,random,0,22,28631,35.9636,471,0.591627,15560,200,0
dogrib,ws43,random,0,21,27267,34.2503,471,0.591627,14791,200,0
dogrib,ws43,random,0,23,28936,36.3467,471,0.591627,15789,200,0
dogrib,ws43,random,0,26,28616,35.9448,471,0.591627,15570,200,0
dogrib,ws43,random,0,24,28696,36.0453,471,0.591627,15638,200,0
dogrib,ws43,random,0,28,28946,36.3593,471,0.591627,15726,200,0
dogrib,ws43,random,0,25,29037,36.4736,471,0.591627,15813,200,0
dogrib,ws43,random,0,27,28696,36.0453,471,0.591627,15464,200,0
dogrib,ws43,random,0,29,28948,36.3618,471,0.591627,15762,200,0
dogrib,ws43,random,0,30,29181,36.6545,471,0.591627,15876,200,0
dogrib,ws25,cell2_ground,2,27,22709,28.525,471,0.591627,12484,200,0
dogrib,ws25,cell2_ground,2,21,31342,39.3689,471,0.591627,17460,200,0
dogrib,ws25,cell2_ground,2,23,31710,39.8312,471,0.591627,17970,200,0
dogrib,ws43,proximity,0,7,1309,1.64425,471,0.591627,769,200,0
dogrib,ws43,proximity,0,1,9314,11.6994,471,0.591627,6086,200,0
dogrib,ws25,cell2_ground,2,28,25760,32.3573,471,0.591627,14693,200,0
dogrib,ws25,cell2_ground,2,24,31677,39.7897,471,0.591627,17743,200,0
dogrib,ws43,proximity,0,6,8425,10.5827,471,0.591627,5353,200,0
dogrib,ws43,proximity,0,4,13245,16.6371,471,0.591627,8841,200,0
dogrib,ws25,cell2_ground,2,30,31022,38.967,471,0.591627,17660,200,0
dogrib,ws43,proximity,0,10,6433,8.08054,471,0.591627,4080,200,0
dogrib,ws43,proximity,0,3,11631,14.6098,471,0.591627,7844,200,0
dogrib,ws25,cell2_ground,2,29,30506,38.3188,471,0.591627,17031,200,0
dogrib,ws43,proximity,0,5,15124,18.9974,471,0.591627,10180,200,0
dogrib,ws43,proximity,0,9,9939,12.4845,471,0.591627,6356,200,0
dogrib,ws43,proximity,0,18,547,0.687091,471,0.591627,352,200,0
dogrib,ws43,proximity,0,2,19641,24.6712,471,0.591627,12242,200,0
dogrib,ws43,proximity,0,8,14374,18.0553,471,0.591627,9616,200,0
dogrib,ws43,proximity,0,13,9411,11.8212,471,0.591627,5933,200,0
dogrib,ws43,proximity,0,11,14972,18.8064,471,0.591627,9598,200,0
dogrib,ws43,proximity,0,16,11922,14.9753,471,0.591627,7832,200,0
dogrib,ws43,proximity,0,17,10208,12.8223,471,0.591627,6670,200,0
dogrib,ws43,proximity,0,14,18661,23.4402,471,0.591627,11882,200,0
dogrib,ws43,proximity,0,28,331,0.415772,471,0.591627,164,200,0
dogrib,ws43,proximity,0,19,14129,17.7475,471,0.591627,8459,200,0
dogrib,ws43,proximity,0,12,16984,21.3337,471,0.591627,10919,200,0
dogrib,ws43,proximity,0,21,10241,12.8638,471,0.591627,6243,200,0
dogrib,ws43,proximity,0,22,9466,11.8903,471,0.591627,6267,200,0
dogrib,ws43,proximity,0,29,167,0.20977,471,0.591627,108,200,0
dogrib,ws43,fuel_elevation,0,2,187,0.234892,471,0.591627,127,200,0
dogrib,ws43,proximity,0,15,21113,26.5202,471,0.591627,13092,200,0
dogrib,ws43,proximity,0,20,18622,23.3912,471,0.591627,11787,200,0
dogrib,ws43,proximity,0,25,10179,12.7859,471,0.591627,6169,200,0
dogrib,ws43,proximity,0,26,16122,20.251,471,0.591627,10647,200,0
dogrib,ws43,fuel_elevation,0,8,108,0.13566,471,0.591627,74,200,0
dogrib,ws43,proximity,0,24,17481,21.958,471,0.591627,11363,200,0
dogrib,ws43,proximity,0,30,11037,13.8637,471,0.591627,7219,200,0
dogrib,ws43,fuel_elevation,0,11,187,0.234892,471,0.591627,127,200,0
dogrib,ws43,proximity,0,23,19262,24.1951,471,0.591627,12219,200,0
dogrib,ws43,fuel_elevation,0,4,17680,22.208,471,0.591627,10208,200,0
dogrib,ws43,fuel_elevation,0,7,18453,23.179,471,0.591627,11479,200,0
dogrib,ws43,proximity,0,27,19540,24.5443,471,0.591627,12385,200,0
dogrib,ws43,fuel_elevation,0,12,16466,20.6831,471,0.591627,10823,200,0
dogrib,ws43,fuel_elevation,0,3,22549,28.324,471,0.591627,13292,200,0
dogrib,ws43,fuel_elevation,0,9,21407,26.8895,471,0.591627,13078,200,0
dogrib,ws43,fuel_elevation,0,1,22715,28.5325,471,0.591627,13527,200,0
dogrib,ws43,fuel_elevation,0,6,22308,28.0213,471,0.591627,13638,200,0
dogrib,ws43,fuel_elevation,0,5,23305,29.2736,471,0.591627,13776,200,0
dogrib,ws43,fuel_elevation,0,15,20582,25.8532,471,0.591627,12251,200,0
dogrib,ws43,fuel_elevation,0,17,13378,16.8042,471,0.591627,8254,200,0
dogrib,ws43,fuel_elevation,0,10,24289,30.5096,471,0.591627,13748,200,0
dogrib,ws43,fuel_elevation,0,25,108,0.13566,471,0.591627,74,200,0
dogrib,ws43,fuel_elevation,0,14,21928,27.5439,471,0.591627,13284,200,0
dogrib,ws43,fuel_elevation,0,16,21418,26.9033,471,0.591627,12678,200,0
dogrib,ws43,fuel_elevation,0,13,22950,28.8277,471,0.591627,13724,200,0
dogrib,ws43,fuel_elevation,0,21,17513,21.9982,471,0.591627,11146,200,0
dogrib,ws43,fuel_elevation,0,20,22434,28.1795,471,0.591627,13476,200,0
dogrib,ws43,fuel_elevation,0,22,14989,18.8278,471,0.591627,8847,200,0
dogrib,ws43,fuel_elevation,0,26,18496,23.233,471,0.591627,11548,200,0
dogrib,ws43,fuel_elevation,0,18,21499,27.0051,471,0.591627,13164,200,0
dogrib,ws43,fuel_elevation,0,27,13378,16.8042,471,0.591627,8254,200,0
dogrib,ws43,fuel_elevation,0,19,24717,31.0472,471,0.591627,14061,200,0
dogrib,ws43,fuel_elevation,0,23,20582,25.8532,471,0.591627,12295,200,0
dogrib,ws43,fuel_elevation,0,24,22043,27.6884,471,0.591627,13146,200,0
dogrib,ws43,fuel_elevation,0,28,21215,26.6483,471,0.591627,12768,200,0
dogrib,ws43,neighbour_fuel,0,2,13205,16.5869,471,0.591627,8028,200,0
dogrib,ws43,neighbour_fuel,0,1,17551,22.0459,471,0.591627,10868,200,0
dogrib,ws43,neighbour_fuel,0,7,13723,17.2376,471,0.591627,9113,200,0
dogrib,ws43,neighbour_fuel,0,3,14714,18.4824,471,0.591627,9787,200,0
dogrib,ws43,neighbour_fuel,0,4,14650,18.402,471,0.591627,9088,200,0
dogrib,ws43,fuel_elevation,0,29,18688,23.4741,471,0.591627,11988,200,0
dogrib,ws43,neighbour_fuel,0,12,12443,15.6297,471,0.591627,7663,200,0
dogrib,ws43,neighbour_fuel,0,6,14497,18.2098,471,0.591627,9003,200,0
dogrib,ws43,neighbour_fuel,0,8,20348,25.5593,471,0.591627,12265,200,0
dogrib,ws43,neighbour_fuel,0,10,18543,23.292,471,0.591627,11015,200,0
dogrib,ws43,fuel_elevation,0,30,21948,27.5691,471,0.591627,13295,200,0
dogrib,ws43,neighbour_fuel,0,17,9109,11.4419,471,0.591627,5928,200,0
dogrib,ws43,neighbour_fuel,0,9,18841,23.6663,471,0.591627,11366,200,0
dogrib,ws43,neighbour_fuel,0,20,7629,9.58285,471,0.591627,4765,200,0
dogrib,ws43,neighbour_fuel,0,5,21517,27.0277,471,0.591627,13002,200,0
dogrib,ws43,neighbour_fuel,0,13,13818,17.3569,471,0.591627,8950,200,0
dogrib,ws43,neighbour_fuel,0,16,14405,18.0942,471,0.591627,8918,200,0
dogrib,ws43,neighbour_fuel,0,14,19662,24.6976,471,0.591627,11688,200,0
dogrib,ws43,neighbour_fuel,0,19,18207,22.87,471,0.591627,10694,200,0
dogrib,ws43,neighbour_fuel,0,27,9201,11.5574,471,0.591627,5681,200,0
dogrib,ws43,neighbour_fuel,0,11,25681,32.2581,471,0.591627,14260,200,0
dogrib,ws43,neighbour_fuel,0,21,15509,19.481,471,0.591627,9899,200,0
dogrib,ws43,neighbour_fuel,0,24,18377,23.0835,471,0.591627,11183,200,0
