quadrant,ignition_cell,wind_speed,wind_dir,strategy,min_dist,seed,cells_burned,burn_pct,cells_treated,treat_pct,peak_burning,fire_periods,returncode
centre,39795,ws10,0,random,2,2,27583,34.6472,471,0.591627,15421,200,0
centre,39795,ws10,0,none,0,2,28537,35.8455,0,0.0,16098,200,0
centre,39795,ws10,0,random,2,4,28410,35.686,471,0.591627,15905,200,0
centre,39795,ws10,0,random,0,2,27516,34.5631,471,0.591627,15423,200,0
centre,39795,ws10,0,random,0,1,29068,36.5125,471,0.591627,16386,200,0
centre,39795,ws10,0,none,0,4,28622,35.9523,0,0.0,16035,200,0
centre,39795,ws10,0,none,0,5,29998,37.6807,0,0.0,16917,200,0
centre,39795,ws10,0,random,0,4,28459,35.7476,471,0.591627,15971,200,0
centre,39795,ws10,0,none,0,3,28599,35.9234,0,0.0,16097,200,0
centre,39795,ws10,0,random,2,3,27678,34.7666,471,0.591627,15322,200,0
centre,39795,ws10,0,random,0,3,27775,34.8884,471,0.591627,15403,200,0
centre,39795,ws10,0,none,0,1,29300,36.804,0,0.0,16586,200,0
centre,39795,ws10,0,random,2,1,29084,36.5326,471,0.591627,16405,200,0
centre,39795,ws10,0,random,0,5,29023,36.456,471,0.591627,16266,200,0
centre,39795,ws10,0,random,2,5,28928,36.3367,471,0.591627,16218,200,0
centre,39795,ws10,0,proximity,0,1,37,0.046476,471,0.591627,30,200,0
centre,39795,ws10,0,open_anchor,0,2,32,0.0401955,471,0.591627,26,200,0
centre,39795,ws10,0,proximity,0,3,33,0.0414516,471,0.591627,28,200,0
centre,39795,ws10,0,proximity,2,5,137,0.172087,471,0.591627,56,200,0
centre,39795,ws10,0,proximity,0,2,28,0.035171,471,0.591627,25,200,0
centre,39795,ws10,0,proximity,2,4,145,0.182136,471,0.591627,63,200,0
centre,39795,ws10,0,open_anchor,0,3,24,0.0301466,471,0.591627,19,200,0
centre,39795,ws10,0,open_anchor,0,4,24,0.0301466,471,0.591627,20,200,0
centre,39795,ws10,0,proximity,0,5,192,0.241173,471,0.591627,148,200,0
centre,39795,ws10,0,open_anchor,2,2,71,0.0891837,471,0.591627,34,200,0
centre,39795,ws10,0,open_anchor,2,3,103,0.129379,471,0.591627,45,200,0
centre,39795,ws10,0,open_anchor,0,5,49,0.0615493,471,0.591627,38,200,0
centre,39795,ws10,0,cell1_baseline,0,2,16,0.0200977,471,0.591627,16,200,0
centre,39795,ws10,0,cell1_baseline,0,1,72,0.0904398,471,0.591627,59,200,0
centre,39795,ws10,0,cell1_baseline,0,3,28,0.035171,471,0.591627,23,200,0
centre,39795,ws10,0,cell1_baseline,0,4,39,0.0489882,471,0.591627,33,200,0
centre,39795,ws10,0,cell1_baseline,2,3,72,0.0904398,471,0.591627,36,200,0
centre,39795,ws10,0,cell1_baseline,2,4,106,0.133147,471,0.591627,47,200,0
centre,39795,ws10,0,cell2_ground,0,2,29,0.0364271,471,0.591627,24,200,0
centre,39795,ws10,0,cell2_ground,0,3,25,0.0314027,471,0.591627,20,200,0
centre,39795,ws10,0,proximity,2,2,6940,8.71739,471,0.591627,3972,200,0
centre,39795,ws10,0,cell2_ground,0,4,28,0.035171,471,0.591627,24,200,0
centre,39795,ws10,0,proximity,2,3,5361,6.73399,471,0.591627,3072,200,0
centre,39795,ws10,0,proximity,2,1,9694,12.1767,471,0.591627,5653,200,0
centre,39795,ws10,0,open_anchor,0,1,11323,14.2229,471,0.591627,6847,200,0
centre,39795,ws10,0,proximity,0,4,12063,15.1524,471,0.591627,7256,200,0
centre,39795,ws10,0,open_anchor,2,1,14981,18.8178,471,0.591627,8744,200,0
centre,39795,ws10,0,cell1_baseline,2,5,12994,16.3219,471,0.591627,7645,200,0
centre,39795,ws10,0,cell2_ground,2,1,7983,10.0275,471,0.591627,4830,200,0
centre,39795,ws10,0,open_anchor,2,4,18637,23.4101,471,0.591627,10722,200,0
centre,39795,ws10,0,cell2_ground,2,2,11465,14.4013,471,0.591627,6674,200,0
centre,39795,ws10,0,open_anchor,2,5,23300,29.2673,471,0.591627,13151,200,0
centre,39795,ws10,0,cell1_baseline,2,2,24559,30.8488,471,0.591627,13968,200,0
centre,39795,ws10,0,cell1_baseline,2,1,23889,30.0072,471,0.591627,13865,200,0
centre,39795,ws10,0,cell2_ground,2,3,22275,27.9798,471,0.591627,12711,200,0
centre,39795,ws10,0,cell2_ground,2,4,22315,28.03,471,0.591627,12725,200,0
centre,39795,ws10,0,cell2_ground,2,5,21552,27.0716,471,0.591627,12237,200,0
centre,39795,ws10,0,cell4_highonly,0,1,30,0.0376832,471,0.591627,25,200,0
centre,39795,ws10,0,cell2_ground,0,5,24537,30.8211,471,0.591627,14102,200,0
centre,39795,ws10,0,cell4_highonly,0,2,17,0.0213538,471,0.591627,16,200,0
centre,39795,ws10,0,cell4_highonly,0,3,28,0.035171,471,0.591627,24,200,0
centre,39795,ws10,0,cell1_baseline,0,5,27916,35.0655,471,0.591627,16185,200,0
centre,39795,ws10,0,cell4_highonly,0,4,23,0.0288905,471,0.591627,19,200,0
centre,39795,ws10,0,cell4_highonly,0,5,120,0.150733,471,0.591627,82,200,0
centre,39795,ws10,0,cell4_highonly,2,1,80,0.100489,471,0.591627,37,200,0
centre,39795,ws10,0,cell2_ground,0,1,27954,35.1132,471,0.591627,16065,200,0
centre,39795,ws10,0,cell4_highonly,2,2,59,0.0741104,471,0.591627,29,200,0
centre,39795,ws10,0,cell4_highonly,2,3,86,0.108025,471,0.591627,41,200,0
centre,39795,ws10,0,cell4_highonly,2,4,97,0.121842,471,0.591627,39,200,0
centre,39795,ws10,0,cell4_highonly,2,5,154,0.193441,471,0.591627,67,200,0
centre,39795,ws10,0,cell3_lowonly,0,2,28283,35.5265,471,0.591627,15860,200,0
centre,39795,ws10,0,cell3_lowonly,0,1,29148,36.613,471,0.591627,16476,200,0
centre,39795,ws10,0,cell3_lowonly,0,3,28431,35.7124,471,0.591627,15894,200,0
centre,39795,ws10,0,cell3_lowonly,0,4,28449,35.735,471,0.591627,15962,200,0
centre,39795,ws10,0,cell3_lowonly,0,5,29244,36.7336,471,0.591627,16470,200,0
centre,39795,ws10,0,cell3_lowonly,2,2,28329,35.5843,471,0.591627,15924,200,0
centre,39795,ws10,0,cell3_lowonly,2,1,29160,36.6281,471,0.591627,16400,200,0
centre,39795,ws10,0,cell3_lowonly,2,4,28451,35.7375,471,0.591627,15903,200,0
centre,39795,ws10,0,cell3_lowonly,2,3,28425,35.7049,471,0.591627,15941,200,0
centre,39795,ws10,0,cell5_hilly,0,2,27972,35.1358,471,0.591627,15699,200,0
centre,39795,ws10,0,cell3_lowonly,2,5,29831,37.471,471,0.591627,16760,200,0
centre,39795,ws10,0,cell5_hilly,0,1,28849,36.2375,471,0.591627,16200,200,0
centre,39795,ws10,0,cell5_hilly,0,3,28051,35.2351,471,0.591627,15680,200,0
centre,39795,ws10,0,cell5_hilly,0,4,28127,35.3305,471,0.591627,15737,200,0
centre,39795,ws10,0,cell5_hilly,2,4,28192,35.4122,471,0.591627,15809,200,0
centre,39795,ws10,0,cell5_hilly,2,3,28059,35.2451,471,0.591627,15691,200,0
centre,39795,ws10,0,cell5_hilly,2,1,28809,36.1872,471,0.591627,16225,200,0
centre,39795,ws10,90,none,0,1,30220,37.9596,0,0.0,16886,200,0
centre,39795,ws10,90,none,0,2,29576,37.1506,0,0.0,16607,200,0
centre,39795,ws10,90,none,0,3,29919,37.5815,0,0.0,16748,200,0
centre,39795,ws10,90,none,0,4,30583,38.4155,0,0.0,17138,200,0
centre,39795,ws10,90,none,0,5,30756,38.6329,0,0.0,17242,200,0
centre,39795,ws10,90,random,0,1,30006,37.6908,471,0.591627,16681,200,0
centre,39795,ws10,90,random,0,2,29030,36.4648,471,0.591627,16271,200,0
centre,39795,ws10,0,cell5_hilly,2,2,28168,35.382,471,0.591627,15783,200,0
centre,39795,ws10,90,random,0,3,29093,36.5439,471,0.591627,16255,200,0
centre,39795,ws10,90,random,0,4,30431,38.2246,471,0.591627,17011,200,0
centre,39795,ws10,90,random,0,5,30544,38.3666,471,0.591627,17105,200,0
centre,39795,ws10,90,random,2,1,30026,37.7159,471,0.591627,16733,200,0
centre,39795,ws10,90,random,2,2,29034,36.4698,471,0.591627,16263,200,0
centre,39795,ws10,90,random,2,3,29270,36.7663,471,0.591627,16309,200,0
centre,39795,ws10,0,cell5_hilly,0,5,29400,36.9296,471,0.591627,16542,200,0
centre,39795,ws10,90,random,2,4,30429,38.2221,471,0.591627,16967,200,0
centre,39795,ws10,90,random,2,5,30558,38.3841,471,0.591627,17080,200,0
centre,39795,ws10,90,proximity,0,3,46,0.057781,471,0.591627,38,200,0
centre,39795,ws10,90,proximity,0,2,1105,1.388,471,0.591627,789,200,0
centre,39795,ws10,0,cell6_barriers,0,2,28153,35.3632,471,0.591627,15803,200,0
centre,39795,ws10,90,proximity,0,5,104,0.130635,471,0.591627,80,200,0
centre,39795,ws10,0,cell5_hilly,2,5,29400,36.9296,471,0.591627,16541,200,0
centre,39795,ws10,0,cell6_barriers,0,1,29148,36.613,471,0.591627,16476,200,0
centre,39795,ws10,90,proximity,2,3,122,0.153245,471,0.591627,51,200,0
centre,39795,ws10,0,cell6_barriers,0,3,28431,35.7124,471,0.591627,15894,200,0
centre,39795,ws10,90,proximity,2,5,1438,1.80628,471,0.591627,836,200,0
centre,39795,ws10,90,proximity,0,4,8573,10.7686,471,0.591627,5496,200,0
centre,39795,ws10,0,cell6_barriers,0,4,28449,35.735,471,0.591627,15962,200,0
centre,39795,ws10,90,open_anchor,0,2,150,0.188416,471,0.591627,115,200,0
centre,39795,ws10,90,proximity,0,1,12884,16.1837,471,0.591627,8160,200,0
centre,39795,ws10,90,open_anchor,0,4,243,0.305234,471,0.591627,177,200,0
centre,39795,ws10,90,open_anchor,0,1,836,1.05011,471,0.591627,569,200,0
centre,39795,ws10,90,proximity,2,2,10154,12.7545,471,0.591627,6114,200,0
centre,39795,ws10,90,open_anchor,2,3,1046,1.31389,471,0.591627,606,200,0
centre,39795,ws10,0,cell6_barriers,2,1,29160,36.6281,471,0.591627,16400,200,0
centre,39795,ws10,90,proximity,2,1,15580,19.5702,471,0.591627,9188,200,0
centre,39795,ws10,90,open_anchor,0,5,7179,9.0176,471,0.591627,4690,200,0
centre,39795,ws10,0,cell6_barriers,0,5,29411,36.9434,471,0.591627,16555,200,0
centre,39795,ws10,0,cell6_barriers,2,3,28425,35.7049,471,0.591627,15941,200,0
centre,39795,ws10,0,cell6_barriers,2,2,28329,35.5843,471,0.591627,15924,200,0
centre,39795,ws10,0,cell6_barriers,2,4,28451,35.7375,471,0.591627,15903,200,0
centre,39795,ws10,90,open_anchor,2,2,12598,15.8244,471,0.591627,7263,200,0
centre,39795,ws10,90,cell1_baseline,0,4,1381,1.73468,471,0.591627,935,200,0
centre,39795,ws10,0,cell6_barriers,2,5,29831,37.471,471,0.591627,16760,200,0
centre,39795,ws10,90,open_anchor,2,4,13073,16.4211,471,0.591627,7662,200,0
centre,39795,ws10,90,proximity,2,4,18704,23.4942,471,0.591627,11029,200,0
centre,39795,ws10,90,cell1_baseline,0,1,10632,13.3549,471,0.591627,6603,200,0
centre,39795,ws10,90,cell1_baseline,2,1,9893,12.4267,471,0.591627,5880,200,0
centre,39795,ws10,90,cell1_baseline,0,3,10327,12.9718,471,0.591627,6444,200,0
centre,39795,ws10,90,open_anchor,2,1,20091,25.2365,471,0.591627,11349,200,0
centre,39795,ws10,90,open_anchor,0,3,19614,24.6373,471,0.591627,11604,200,0
centre,39795,ws10,90,cell1_baseline,0,2,15567,19.5538,471,0.591627,9385,200,0
centre,39795,ws10,90,cell1_baseline,0,5,11958,15.0205,471,0.591627,7607,200,0
centre,39795,ws10,90,cell1_baseline,2,4,10595,13.3085,471,0.591627,6499,200,0
centre,39795,ws10,90,cell1_baseline,2,5,12375,15.5443,471,0.591627,7556,200,0
centre,39795,ws10,90,open_anchor,2,5,20786,26.1095,471,0.591627,11959,200,0
centre,39795,ws10,90,cell1_baseline,2,3,12114,15.2165,471,0.591627,7373,200,0
centre,39795,ws10,90,cell1_baseline,2,2,15876,19.942,471,0.591627,9251,200,0
centre,39795,ws10,90,cell2_ground,0,1,19012,23.8811,471,0.591627,11070,200,0
centre,39795,ws10,90,cell2_ground,0,3,15353,19.285,471,0.591627,9075,200,0
centre,39795,ws10,90,cell2_ground,2,2,15486,19.4521,471,0.591627,9024,200,0
centre,39795,ws10,90,cell2_ground,0,4,17863,22.4379,471,0.591627,10494,200,0
centre,39795,ws10,90,cell2_ground,0,2,20765,26.0831,471,0.591627,12079,200,0
centre,39795,ws10,90,cell2_ground,2,1,20547,25.8092,471,0.591627,11615,200,0
centre,39795,ws10,90,cell2_ground,2,4,22750,28.5765,471,0.591627,13184,200,0
centre,39795,ws10,90,cell4_highonly,0,1,34,0.0427077,471,0.591627,27,200,0
centre,39795,ws10,90,cell2_ground,2,3,22227,27.9195,471,0.591627,12736,200,0
centre,39795,ws10,90,cell4_highonly,0,3,31,0.0389393,471,0.591627,26,200,0
centre,39795,ws10,90,cell4_highonly,0,2,13,0.0163294,471,0.591627,13,200,0
centre,39795,ws10,90,cell4_highonly,0,4,41,0.0515004,471,0.591627,31,200,0
centre,39795,ws10,90,cell4_highonly,0,5,49,0.0615493,471,0.591627,40,200,0
centre,39795,ws10,90,cell4_highonly,2,1,156,0.195953,471,0.591627,72,200,0
centre,39795,ws10,90,cell2_ground,0,5,29064,36.5075,471,0.591627,16525,200,0
centre,39795,ws10,90,cell4_highonly,2,2,103,0.129379,471,0.591627,54,200,0
centre,39795,ws10,90,cell4_highonly,2,3,108,0.13566,471,0.591627,54,200,0
centre,39795,ws10,90,cell4_highonly,2,4,121,0.151989,471,0.591627,52,200,0
centre,39795,ws10,90,cell4_highonly,2,5,333,0.418284,471,0.591627,133,200,0
centre,39795,ws10,90,cell2_ground,2,5,26174,32.8774,471,0.591627,15061,200,0
centre,39795,ws10,90,cell3_lowonly,0,2,29248,36.7386,471,0.591627,16349,200,0
centre,39795,ws10,90,cell3_lowonly,0,3,29376,36.8994,471,0.591627,16389,200,0
centre,39795,ws10,90,cell3_lowonly,2,5,30593,38.4281,471,0.591627,17092,200,0
centre,39795,ws10,90,cell3_lowonly,0,1,29903,37.5614,471,0.591627,16712,200,0
centre,39795,ws10,90,cell3_lowonly,0,4,29840,37.4823,471,0.591627,16694,200,0
centre,39795,ws10,90,cell3_lowonly,2,3,29704,37.3114,471,0.591627,16509,200,0
centre,39795,ws10,90,cell3_lowonly,0,5,30188,37.9194,471,0.591627,16847,200,0
centre,39795,ws10,90,cell3_lowonly,2,2,29406,36.9371,471,0.591627,16482,200,0
centre,39795,ws10,90,cell3_lowonly,2,1,29975,37.6518,471,0.591627,16635,200,0
centre,39795,ws10,90,cell3_lowonly,2,4,30399,38.1844,471,0.591627,16956,200,0
centre,39795,ws10,90,cell5_hilly,0,2,29357,36.8756,471,0.591627,16464,200,0
centre,39795,ws10,90,cell5_hilly,0,1,29995,37.677,471,0.591627,16738,200,0
centre,39795,ws10,90,cell5_hilly,0,3,29694,37.2989,471,0.591627,16539,200,0
centre,39795,ws10,90,cell5_hilly,2,1,30014,37.7008,471,0.591627,16743,200,0
centre,39795,ws10,90,cell5_hilly,0,5,30475,38.2799,471,0.591627,17017,200,0
centre,39795,ws10,90,cell5_hilly,0,4,30415,38.2045,471,0.591627,17008,200,0
centre,39795,ws10,90,cell5_hilly,2,2,29318,36.8266,471,0.591627,16446,200,0
centre,39795,ws10,180,none,0,1,29525,37.0866,0,0.0,17251,200,0
centre,39795,ws10,180,none,0,2,29515,37.074,0,0.0,17304,200,0
centre,39795,ws10,180,none,0,3,29819,37.4559,0,0.0,17394,200,0
centre,39795,ws10,180,none,0,4,30182,37.9118,0,0.0,17660,200,0
centre,39795,ws10,180,none,0,5,29993,37.6744,0,0.0,17558,200,0
centre,39795,ws10,180,random,0,1,29385,36.9107,471,0.591627,17138,200,0
centre,39795,ws10,180,random,0,2,29298,36.8014,471,0.591627,17100,200,0
centre,39795,ws10,180,random,0,3,28503,35.8028,471,0.591627,16652,200,0
centre,39795,ws10,180,random,0,4,30061,37.7599,471,0.591627,17504,200,0
centre,39795,ws10,180,random,0,5,29858,37.5049,471,0.591627,17399,200,0
centre,39795,ws10,180,random,2,1,29400,36.9296,471,0.591627,17190,200,0
centre,39795,ws10,90,cell5_hilly,2,5,30492,38.3012,471,0.591627,17063,200,0
centre,39795,ws10,90,cell5_hilly,2,3,29705,37.3127,471,0.591627,16537,200,0
centre,39795,ws10,180,random,2,2,29381,36.9057,471,0.591627,17173,200,0
centre,39795,ws10,180,random,2,3,28525,35.8305,471,0.591627,16683,200,0
centre,39795,ws10,180,random,2,4,30052,37.7486,471,0.591627,17494,200,0
centre,39795,ws10,90,cell6_barriers,0,4,29840,37.4823,471,0.591627,16625,200,0
centre,39795,ws10,180,random,2,5,29856,37.5024,471,0.591627,17417,200,0
centre,39795,ws10,180,proximity,0,1,30,0.0376832,471,0.591627,24,200,0
centre,39795,ws10,90,cell5_hilly,2,4,30340,38.1103,471,0.591627,16950,200,0
centre,39795,ws10,180,proximity,0,2,72,0.0904398,471,0.591627,62,200,0
centre,39795,ws10,180,proximity,0,4,34,0.0427077,471,0.591627,25,200,0
centre,39795,ws10,90,cell6_barriers,0,1,29903,37.5614,471,0.591627,16712,200,0
centre,39795,ws10,90,cell6_barriers,0,3,29376,36.8994,471,0.591627,16389,200,0
centre,39795,ws10,90,cell6_barriers,0,2,29122,36.5804,471,0.591627,16315,200,0
centre,39795,ws10,180,open_anchor,0,1,70,0.0879275,471,0.591627,55,200,0
centre,39795,ws10,180,proximity,2,5,589,0.739847,471,0.591627,283,200,0
centre,39795,ws10,180,open_anchor,0,2,39,0.0489882,471,0.591627,31,200,0
centre,39795,ws10,180,open_anchor,0,3,122,0.153245,471,0.591627,87,200,0
centre,39795,ws10,180,proximity,2,1,7187,9.02765,471,0.591627,4320,200,0
centre,39795,ws10,90,cell6_barriers,2,1,29975,37.6518,471,0.591627,16635,200,0
centre,39795,ws10,90,cell6_barriers,0,5,30188,37.9194,471,0.591627,16847,200,0
centre,39795,ws10,180,open_anchor,2,2,212,0.266295,471,0.591627,101,200,0
centre,39795,ws10,90,cell6_barriers,2,3,29704,37.3114,471,0.591627,16509,200,0
centre,39795,ws10,180,proximity,2,4,10743,13.4944,471,0.591627,6453,200,0
centre,39795,ws10,90,cell6_barriers,2,4,30399,38.1844,471,0.591627,16956,200,0
centre,39795,ws10,180,cell1_baseline,0,1,56,0.070342,471,0.591627,41,200,0
centre,39795,ws10,180,cell1_baseline,0,2,58,0.0728543,471,0.591627,43,200,0
centre,39795,ws10,90,cell6_barriers,2,2,29406,36.9371,471,0.591627,16482,200,0
centre,39795,ws10,180,proximity,2,2,14499,18.2123,471,0.591627,8924,200,0
centre,39795,ws10,180,proximity,0,3,20416,25.6447,471,0.591627,12914,200,0
centre,39795,ws10,180,proximity,2,3,16201,20.3502,471,0.591627,10130,200,0
centre,39795,ws10,90,cell6_barriers,2,5,30593,38.4281,471,0.591627,17092,200,0
centre,39795,ws10,180,open_anchor,2,4,14068,17.6709,471,0.591627,8395,200,0
centre,39795,ws10,180,proximity,0,5,23759,29.8439,471,0.591627,14734,200,0
centre,39795,ws10,180,open_anchor,2,3,20050,25.185,471,0.591627,12337,200,0
centre,39795,ws10,180,open_anchor,0,4,18787,23.5985,471,0.591627,11877,200,0
centre,39795,ws10,180,cell2_ground,0,2,36,0.0452199,471,0.591627,29,200,0
centre,39795,ws10,180,cell2_ground,0,3,46,0.057781,471,0.591627,34,200,0
centre,39795,ws10,180,open_anchor,2,1,20918,26.2753,471,0.591627,12279,200,0
centre,39795,ws10,180,open_anchor,0,5,18232,22.9014,471,0.591627,11481,200,0
centre,39795,ws10,180,open_anchor,2,5,20810,26.1396,471,0.591627,12245,200,0
centre,39795,ws10,180,cell1_baseline,0,3,17670,22.1954,471,0.591627,11023,200,0
centre,39795,ws10,180,cell1_baseline,0,5,18840,23.6651,471,0.591627,11582,200,0
centre,39795,ws10,180,cell1_baseline,2,1,16269,20.4356,471,0.591627,9968,200,0
centre,39795,ws10,180,cell1_baseline,2,2,19814,24.8885,471,0.591627,11842,200,0
centre,39795,ws10,180,cell1_baseline,0,4,23190,29.1291,471,0.591627,14324,200,0
centre,39795,ws10,180,cell1_baseline,2,3,20321,25.5254,471,0.591627,12221,200,0
centre,39795,ws10,180,cell1_baseline,2,4,20675,25.97,471,0.591627,12580,200,0
centre,39795,ws10,180,cell1_baseline,2,5,28487,35.7827,471,0.591627,16353,200,0
centre,39795,ws10,180,cell2_ground,0,1,25830,32.4453,471,0.591627,15460,200,0
centre,39795,ws10,180,cell2_ground,2,5,18323,23.0157,471,0.591627,10930,200,0
centre,39795,ws10,180,cell2_ground,2,1,24301,30.5247,471,0.591627,14417,200,0
centre,39795,ws10,180,cell2_ground,0,5,24224,30.428,471,0.591627,14837,200,0
centre,39795,ws10,180,cell2_ground,2,2,25564,32.1111,471,0.591627,15376,200,0
centre,39795,ws10,180,cell2_ground,2,3,25234,31.6966,471,0.591627,14772,200,0
centre,39795,ws10,180,cell4_highonly,0,1,30,0.0376832,471,0.591627,25,200,0
centre,39795,ws10,180,cell4_highonly,0,2,21,0.0263783,471,0.591627,18,200,0
centre,39795,ws10,180,cell4_highonly,0,3,36,0.0452199,471,0.591627,27,200,0
centre,39795,ws10,180,cell4_highonly,0,4,57,0.0715981,471,0.591627,41,200,0
centre,39795,ws10,180,cell2_ground,0,4,26406,33.1688,471,0.591627,16112,200,0
centre,39795,ws10,180,cell4_highonly,0,5,131,0.16455,471,0.591627,84,200,0
centre,39795,ws10,180,cell4_highonly,2,1,104,0.130635,471,0.591627,44,200,0
centre,39795,ws10,180,cell2_ground,2,4,25993,32.65,471,0.591627,15220,200,0
centre,39795,ws10,180,cell4_highonly,2,2,73,0.0916959,471,0.591627,33,200,0
centre,39795,ws10,180,cell4_highonly,2,4,104,0.130635,471,0.591627,51,200,0
centre,39795,ws10,180,cell4_highonly,2,3,112,0.140684,471,0.591627,44,200,0
centre,39795,ws10,180,cell4_highonly,2,5,190,0.23866,471,0.591627,76,200,0
centre,39795,ws10,180,cell3_lowonly,0,2,29337,36.8504,471,0.591627,17211,200,0
centre,39795,ws10,180,cell3_lowonly,0,1,29160,36.6281,471,0.591627,16980,200,0
centre,39795,ws10,180,cell3_lowonly,0,4,29519,37.079,471,0.591627,17233,200,0
centre,39795,ws10,180,cell3_lowonly,0,3,29616,37.2009,471,0.591627,17333,200,0
centre,39795,ws10,180,cell3_lowonly,2,3,29631,37.2197,471,0.591627,17245,200,0
centre,39795,ws10,180,cell3_lowonly,0,5,29458,37.0024,471,0.591627,17152,200,0
centre,39795,ws10,180,cell3_lowonly,2,1,29349,36.8655,471,0.591627,17177,200,0
centre,39795,ws10,180,cell3_lowonly,2,2,29344,36.8592,471,0.591627,17137,200,0
centre,39795,ws10,180,cell3_lowonly,2,4,29870,37.5199,471,0.591627,17458,200,0
centre,39795,ws10,180,cell5_hilly,0,3,29510,37.0677,471,0.591627,17182,200,0
centre,39795,ws10,180,cell3_lowonly,2,5,29812,37.4471,471,0.591627,17391,200,0
centre,39795,ws10,180,cell5_hilly,0,2,29327,36.8379,471,0.591627,17147,200,0
centre,39795,ws10,180,cell5_hilly,0,4,30076,37.7787,471,0.591627,17611,200,0
centre,39795,ws10,180,cell5_hilly,0,1,29198,36.6758,471,0.591627,17041,200,0
centre,39795,ws10,180,cell5_hilly,2,2,29187,36.662,471,0.591627,17090,200,0
centre,39795,ws10,180,cell5_hilly,2,1,29166,36.6356,471,0.591627,17025,200,0
centre,39795,ws10,180,cell5_hilly,2,3,29684,37.2863,471,0.591627,17316,200,0
centre,39795,ws10,270,none,0,1,37494,47.0965,0,0.0,22445,200,0
centre,39795,ws10,270,none,0,2,37248,46.7875,0,0.0,22310,200,0
centre,39795,ws10,180,cell5_hilly,0,5,29815,37.4509,471,0.591627,17468,200,0
centre,39795,ws10,270,none,0,3,37660,47.305,0,0.0,22579,200,0
centre,39795,ws10,270,none,0,4,38196,47.9783,0,0.0,22880,200,0
centre,39795,ws10,270,none,0,5,38103,47.8615,0,0.0,22854,200,0
centre,39795,ws10,270,random,0,1,37253,46.7938,471,0.591627,22265,200,0
centre,39795,ws10,270,random,0,2,35367,44.4248,471,0.591627,21133,200,0
centre,39795,ws10,270,random,0,3,33710,42.3434,471,0.591627,20336,200,0
centre,39795,ws10,270,random,0,4,38022,47.7597,471,0.591627,22692,200,0
centre,39795,ws10,270,random,0,5,36280,45.5716,471,0.591627,21797,200,0
centre,39795,ws10,270,random,2,1,37351,46.9169,471,0.591627,22334,200,0
centre,39795,ws10,270,random,2,2,35380,44.4411,471,0.591627,21198,200,0
centre,39795,ws10,270,random,2,3,36799,46.2235,471,0.591627,21921,200,0
centre,39795,ws10,270,random,2,4,38060,47.8075,471,0.591627,22769,200,0
centre,39795,ws10,270,random,2,5,36229,45.5075,471,0.591627,21759,200,0
centre,39795,ws10,270,proximity,0,1,30,0.0376832,471,0.591627,23,200,0
centre,39795,ws10,180,cell5_hilly,2,4,29880,37.5325,471,0.591627,17446,200,0
centre,39795,ws10,180,cell6_barriers,0,1,29160,36.6281,471,0.591627,16980,200,0
centre,39795,ws10,270,proximity,0,5,38,0.0477321,471,0.591627,30,200,0
centre,39795,ws10,180,cell5_hilly,2,5,29820,37.4571,471,0.591627,17443,200,0
centre,39795,ws10,180,cell6_barriers,2,4,29870,37.5199,471,0.591627,17458,200,0
centre,39795,ws10,180,cell6_barriers,0,5,29458,37.0024,471,0.591627,17152,200,0
centre,39795,ws10,180,cell6_barriers,0,3,29616,37.2009,471,0.591627,17333,200,0
centre,39795,ws10,180,cell6_barriers,0,2,29337,36.8504,471,0.591627,17211,200,0
centre,39795,ws10,270,proximity,0,4,17944,22.5396,471,0.591627,11354,200,0
centre,39795,ws10,180,cell6_barriers,2,3,29631,37.2197,471,0.591627,17245,200,0
centre,39795,ws10,270,proximity,0,2,17377,21.8274,471,0.591627,11581,200,0
centre,39795,ws10,180,cell6_barriers,0,4,29519,37.079,471,0.591627,17233,200,0
centre,39795,ws10,270,open_anchor,0,1,9332,11.722,471,0.591627,5773,200,0
centre,39795,ws10,180,cell6_barriers,2,1,29349,36.8655,471,0.591627,17177,200,0
centre,39795,ws10,270,open_anchor,0,3,3374,4.23811,471,0.591627,2193,200,0
centre,39795,ws10,270,open_anchor,0,5,2079,2.61145,471,0.591627,1340,200,0
centre,39795,ws10,180,cell6_barriers,2,2,29344,36.8592,471,0.591627,17137,200,0
centre,39795,ws10,270,open_anchor,0,2,9629,12.0951,471,0.591627,6283,200,0
centre,39795,ws10,270,cell1_baseline,0,1,27,0.0339149,471,0.591627,21,200,0
centre,39795,ws10,270,proximity,0,3,22650,28.4508,471,0.591627,14651,200,0
centre,39795,ws10,270,cell1_baseline,0,3,22,0.0276344,471,0.591627,19,200,0
centre,39795,ws10,270,proximity,2,3,21550,27.0691,471,0.591627,13717,200,0
centre,39795,ws10,270,open_anchor,0,4,11176,14.0383,471,0.591627,7314,200,0
centre,39795,ws10,180,cell6_barriers,2,5,29812,37.4471,471,0.591627,17391,200,0
centre,39795,ws10,270,proximity,2,2,22549,28.324,471,0.591627,14226,200,0
centre,39795,ws10,270,proximity,2,1,25018,31.4253,471,0.591627,15488,200,0
centre,39795,ws10,270,proximity,2,5,35352,44.4059,471,0.591627,21231,200,0
centre,39795,ws10,270,cell1_baseline,0,2,19359,24.317,471,0.591627,12259,200,0
centre,39795,ws10,270,cell1_baseline,2,3,16706,20.9845,471,0.591627,10517,200,0
centre,39795,ws10,270,proximity,2,4,30788,38.673,471,0.591627,18785,200,0
